id,prod_id,model,total
3478,920,3,19
3479,920,Retro,224
3480,921,adidas,126
3481,921,Yeezy,92
3482,921,450,6
3483,922,Nike,373
3484,922,Blazer,21
3485,922,Mid,113
3486,922,77,12
3487,922,Vintage,5
3488,923,Nike,373
3489,923,Dunk,178
3490,923,Low,278
3491,923,Essential,5
3492,924,Jordan,383
3493,924,8,2
3494,924,Retro,224
3495,924,SE,41
3496,925,New,57
3497,925,Balance,57
3498,925,990v3,3
3499,926,Nike,373
3500,926,Court,1
3501,926,Legacy,1
3502,926,Lift,2
3503,927,Jordan,383
3504,927,1,310
3505,927,Mid,113
3506,928,Nike,373
3507,928,Air,140
3508,928,Max,55
3509,928,1,310
3510,928,PRM,3
3511,929,Jordan,383
3512,929,4,31
3513,929,Retro,224
3514,930,Jordan,383
3515,930,13,10
3516,930,Retro,224
3517,931,Jordan,383
3518,931,1,310
3519,931,Retro,224
3520,931,High,115
3521,932,Nike,373
3522,932,SB,23
3523,932,Dunk,178
3524,932,High,115
3525,933,Nike,373
3526,933,Air,140
3527,933,VaporMax,11
3528,933,2020,3
3529,933,Flyknit,6
3530,934,Nike,373
3531,934,Dunk,178
3532,934,Low,278
3533,934,LX,6
3534,935,adidas,126
3535,935,Crazy,1
3536,935,1,310
3537,936,Nike,373
3538,936,LD,5
3539,936,Waffle,6
3540,937,Jordan,383
3541,937,5,22
3542,937,Retro,224
3543,938,Nike,373
3544,938,Air,140
3545,938,Max,55
3546,938,1,310
3547,939,Nike,373
3548,939,Dunk,178
3549,939,Low,278
3550,940,adidas,126
3551,940,Yeezy,92
3552,940,Boost,48
3553,940,700,14
3554,940,MNVN,3
3555,941,adidas,126
3556,941,Yeezy,92
3557,941,Slide,16
3558,942,Jordan,383
3559,942,1,310
3560,942,Mid,113
3561,943,Nike,373
3562,943,SB,23
3563,943,Dunk,178
3564,943,High,115
3565,943,Pro,9
3566,943,ISO,2
3567,944,Nike,373
3568,944,Kyrie,4
3569,944,7,7
3570,945,Jordan,383
3571,945,1,310
3572,945,Mid,113
3573,946,Jordan,383
3574,946,13,10
3575,946,Retro,224
3576,947,Nike,373
3577,947,Air,140
3578,947,VaporMax,11
3579,947,2021,5
3580,947,FK,4
3581,948,Jordan,383
3582,948,6,20
3583,948,Rings,3
3584,949,Jordan,383
3585,949,13,10
3586,949,Retro,224
3587,950,Nike,373
3588,950,Air,140
3589,950,Force,43
3590,950,1,310
3591,950,Low,278
3592,951,Nike,373
3593,951,Dunk,178
3594,951,Low,278
3595,952,adidas,126
3596,952,Yeezy,92
3597,952,Slide,16
3598,953,Jordan,383
3599,953,1,310
3600,953,Retro,224
3601,953,High,115
3602,954,Nike,373
3603,954,M2K,2
3604,954,Tekno,2
3605,955,New,57
3606,955,Balance,57
3607,955,550,26
3608,956,Nike,373
3609,956,Air,140
3610,956,Max,55
3611,956,97,7
3612,957,Jordan,383
3613,957,1,310
3614,957,Mid,113
3615,958,Nike,373
3616,958,Air,140
3617,958,Max,55
3618,958,1,310
3619,958,Premium,5
3620,959,Jordan,383
3621,959,1,310
3622,959,Retro,224
3623,959,High,115
3624,960,adidas,126
3625,960,Superstar,1
3626,960,AEC,1
3627,961,Nike,373
3628,961,Air,140
3629,961,Force,43
3630,961,1,310
3631,961,Low,278
3632,962,New,57
3633,962,Balance,57
3634,962,550,26
3635,963,Jordan,383
3636,963,1,310
3637,963,Low,278
3638,964,Nike,373
3639,964,Air,140
3640,964,Max,55
3641,964,95,4
3642,965,adidas,126
3643,965,Ultra,8
3644,965,Boost,48
3645,965,GORE-TEX,1
3646,966,A,3
3647,966,Bathing,3
3648,966,Ape,3
3649,966,BAPE,3
3650,966,Sta,3
3651,967,Nike,373
3652,967,Dunk,178
3653,967,Low,278
3654,968,Jordan,383
3655,968,11,17
3656,968,Retro,224
3657,968,Low,278
3658,968,IE,1
3659,969,Jordan,383
3660,969,7,7
3661,969,Retro,224
3662,970,Nike,373
3663,970,Air,140
3664,970,Max,55
3665,970,1,310
3666,970,SP,22
3667,971,Nike,373
3668,971,Dunk,178
3669,971,Low,278
3670,972,Jordan,383
3671,972,1,310
3672,972,Retro,224
3673,972,High,115
